Parcel_ID,Date,Depot_ID,Vehicle_Type,Service_Level,Weight_kg,Distance_km,Delivery_Status,Customer_Satisfaction_Score,CO2_Emissions_kg
PNL00000293,2025-01-07,D003,Diesel Van,International,1.96,10.7,Delivered,10,1.6049999999999998
PNL00000294,2025-03-08,D001,Diesel Van,Next Day,1.06,36.1,Delivered,5,5.415
PNL00000295,2025-01-17,D007,Cargo Bike,International,21.35,40.5,Delivered,3,0.0
PNL00000296,2025-02-02,D004,Electric Van,Next Day,24.92,14.2,Delivered,7,0.0
PNL00000297,2025-02-17,D007,Diesel Van,International,19.09,10.2,Delivered,8,1.5299999999999998
PNL00000298,2025-03-17,D007,Cargo Bike,International,27.16,3.1,Delayed,3,0.0
PNL00000299,2025-02-28,D006,Diesel Van,Standard,20.97,42.8,Delivered,10,6.419999999999999
PNL00000300,2025-03-27,D005,Diesel Van,International,11.19,31.4,Delivered,3,4.71
PNL00000301,2025-01-22,D001,Diesel Van,Next Day,5.52,43.2,Delivered,3,6.48
PNL00000302,2025-01-30,D007,Cargo Bike,International,27.75,39.1,Delivered,6,0.0
PNL00000303,2025-02-07,D002,Large Truck,Next Day,3.2,16.6,Delayed,6,14.110000000000001
PNL00000304,2025-02-20,D003,Diesel Van,Next Day,16.34,6.8,Delivered,3,1.02
PNL00000305,2025-02-23,D002,Diesel Van,International,9.49,23.5,Delivered,6,3.525
PNL00000306,2025-01-08,D006,Large Truck,Standard,8.22,3.2,Delivered,9,2.72
PNL00000307,2025-01-27,D006,Electric Van,International,19.41,8.4,Delivered,8,0.0
PNL00000308,2025-01-27,D002,Electric Van,International,7.01,12.0,Delivered,7,0.0
PNL00000309,2025-01-21,D001,Cargo Bike,Standard,27.5,30.6,Delivered,7,0.0
PNL00000310,2025-01-30,D002,Cargo Bike,Next Day,12.24,23.9,Delivered,8,0.0
PNL00000311,2025-01-28,D004,Cargo Bike,International,20.35,15.0,Delivered,7,0.0
PNL00000312,2025-03-05,D002,Diesel Van,Standard,21.86,26.3,Delivered,3,3.945
PNL00000313,2025-03-10,D003,Electric Van,Standard,20.52,7.4,Delivered,8,0.0
PNL00000314,2025-03-02,D003,Diesel Van,Next Day,27.11,34.5,Delivered,8,5.175
PNL00000315,2025-02-17,D005,Electric Van,Standard,7.01,32.6,Delivered,1,0.0
PNL00000316,2025-01-19,D003,Electric Van,Next Day,2.67,11.3,Delivered,10,0.0
PNL00000317,2025-01-04,D002,Cargo Bike,International,1.76,28.1,Delayed,5,0.0
PNL00000318,2025-02-04,D003,Electric Van,Standard,26.35,23.6,Delivered,5,0.0
PNL00000319,2025-03-05,D001,Cargo Bike,International,29.2,4.6,Delivered,1,0.0
PNL00000320,2025-02-18,D007,Diesel Van,Standard,9.15,14.0,Delivered,6,2.1
PNL00000321,2025-01-17,D003,Diesel Van,Standard,20.84,45.0,Delivered,6,6.75
PNL00000322,2025-02-13,D004,Electric Van,International,0.37,6.3,Delivered,4,0.0
PNL00000323,2025-01-30,D001,Diesel Van,Standard,5.74,23.8,Delivered,6,3.57
PNL00000324,2025-02-15,D005,Electric Van,International,20.71,38.5,Delivered,6,0.0
PNL00000325,2025-01-06,D004,Large Truck,International,2.07,14.9,Delivered,1,12.665
PNL00000326,2025-02-06,D002,Cargo Bike,Next Day,14.11,13.2,Delivered,5,0.0
PNL00000327,2025-01-24,D007,Diesel Van,International,19.91,40.3,Delivered,2,6.044999999999999
PNL00000328,2025-02-15,D002,Electric Van,Next Day,23.0,15.1,Delayed,7,0.0
PNL00000329,2025-02-22,D007,Large Truck,International,13.67,30.0,Delivered,9,25.5
PNL00000330,2025-03-01,D007,Diesel Van,Standard,18.95,33.8,Delivered,9,5.069999999999999
PNL00000331,2025-03-04,D002,Electric Van,International,16.23,35.9,Delivered,9,0.0
PNL00000332,2025-03-26,D004,Diesel Van,Standard,1.66,44.8,Delivered,7,6.72
PNL00000333,2025-02-01,D004,Large Truck,Next Day,22.31,36.5,Delivered,7,31.025
PNL00000334,2025-03-28,D007,Electric Van,Standard,5.25,30.3,Delayed,1,0.0
PNL00000335,2025-02-02,D004,Electric Van,International,1.05,40.5,Delivered,6,0.0
PNL00000336,2025-03-08,D007,Large Truck,Standard,13.59,40.9,Delivered,5,34.765
PNL00000337,2025-01-18,D007,Electric Van,Next Day,25.98,43.8,Delivered,8,0.0
PNL00000338,2025-01-25,D001,Electric Van,Standard,4.61,35.4,Delivered,8,0.0
PNL00000339,2025-02-23,D006,Diesel Van,Standard,0.48,10.4,Delivered,4,1.56
PNL00000340,2025-02-27,D001,Cargo Bike,International,3.39,32.5,Delivered,1,0.0
PNL00000341,2025-03-08,D002,Diesel Van,International,10.97,5.2,Delivered,6,0.78
PNL00000342,2025-02-15,D006,Large Truck,Standard,17.45,15.7,Delivered,10,13.344999999999999
PNL00000343,2025-01-24,D003,Diesel Van,Next Day,5.87,7.0,Delivered,1,1.05
PNL00000344,2025-02-01,D002,Electric Van,Standard,24.08,42.8,Returned,5,0.0
PNL00000345,2025-02-16,D005,Large Truck,Next Day,22.62,16.6,Delivered,5,14.110000000000001
PNL00000346,2025-03-27,D001,Diesel Van,Next Day,20.91,32.7,Delivered,3,4.905
PNL00000347,2025-01-23,D004,Electric Van,Next Day,14.68,26.6,Delivered,5,0.0
PNL00000348,2025-03-07,D001,Diesel Van,Standard,11.02,6.6,Delivered,6,0.9899999999999999
PNL00000349,2025-01-27,D004,Diesel Van,Next Day,11.33,26.1,Delivered,5,3.915
PNL00000350,2025-01-02,D006,Electric Van,Standard,15.14,30.4,Delivered,1,0.0
PNL00000351,2025-03-31,D005,Electric Van,Next Day,2.41,39.9,Delivered,7,0.0
PNL00000352,2025-01-17,D006,Diesel Van,Next Day,20.5,5.0,Delivered,3,0.75
PNL00000353,2025-02-02,D005,Cargo Bike,Standard,10.61,14.7,Delivered,7,0.0
PNL00000354,2025-01-09,D001,Diesel Van,International,6.82,31.8,Delivered,5,4.77
PNL00000355,2025-02-12,D004,Large Truck,International,8.42,3.5,Delivered,3,2.975
PNL00000356,2025-02-17,D006,Electric Van,Standard,5.49,10.8,Delivered,6,0.0
PNL00000357,2025-02-08,D005,Electric Van,Standard,27.06,11.4,Delivered,1,0.0
PNL00000358,2025-02-11,D007,Electric Van,International,5.15,30.8,Delivered,6,0.0
PNL00000359,2025-01-26,D002,Electric Van,International,26.5,14.3,Delayed,4,0.0
PNL00000360,2025-02-19,D002,Electric Van,International,17.21,27.8,Delivered,4,0.0
PNL00000361,2025-01-25,D006,Cargo Bike,Standard,26.04,43.5,Delivered,5,0.0
PNL00000362,2025-01-24,D004,Large Truck,Next Day,14.27,36.1,Delivered,9,30.685
PNL00000363,2025-01-13,D007,Large Truck,Standard,27.84,16.3,Delayed,1,13.855
PNL00000364,2025-03-01,D006,Electric Van,International,6.42,22.3,Delivered,3,0.0
PNL00000365,2025-01-07,D001,Cargo Bike,Next Day,16.69,10.6,Delivered,4,0.0
PNL00000366,2025-02-26,D005,Diesel Van,Standard,3.86,2.7,Delivered,2,0.405
PNL00000367,2025-02-05,D001,Electric Van,International,13.47,14.5,Delivered,9,0.0
PNL00000368,2025-02-14,D002,Cargo Bike,Standard,17.14,17.9,Delivered,7,0.0
PNL00000369,2025-01-20,D005,Diesel Van,Next Day,18.21,26.3,Delivered,1,3.945
PNL00000370,2025-03-06,D006,Electric Van,International,11.03,42.6,Delivered,9,0.0
PNL00000371,2025-01-08,D001,Diesel Van,Standard,2.38,42.8,Delivered,6,6.419999999999999
PNL00000372,2025-01-16,D003,Electric Van,Next Day,19.69,5.0,Failed-Address,2,0.0
PNL00000373,2025-01-14,D004,Cargo Bike,Next Day,14.7,28.4,Delayed,1,0.0
PNL00000374,2025-03-17,D007,Diesel Van,Standard,4.19,3.8,Delivered,6,0.57
PNL00000375,2025-03-28,D007,Large Truck,Next Day,28.08,29.9,Delivered,7,25.415
PNL00000376,2025-01-15,D004,Electric Van,International,28.67,7.1,Delivered,10,0.0
PNL00000377,2025-03-07,D003,Diesel Van,Next Day,25.71,42.7,Delivered,6,6.405
PNL00000378,2025-02-01,D002,Diesel Van,Standard,25.33,39.2,Delivered,7,5.88
PNL00000379,2025-03-28,D005,Diesel Van,International,3.05,3.0,Delivered,6,0.44999999999999996
PNL00000380,2025-03-04,D004,Diesel Van,Next Day,29.8,35.6,Delivered,8,5.34
PNL00000381,2025-03-27,D003,Cargo Bike,Next Day,12.07,29.3,Delivered,2,0.0
PNL00000382,2025-02-20,D006,Cargo Bike,International,4.98,23.3,Delayed,9,0.0
PNL00000383,2025-01-25,D007,Large Truck,International,24.38,27.9,Delivered,9,23.715
PNL00000384,2025-02-27,D003,Cargo Bike,Next Day,6.85,31.2,Delivered,9,0.0
PNL00000385,2025-03-04,D002,Cargo Bike,International,15.83,40.0,Delivered,7,0.0
PNL00000386,2025-03-03,D002,Diesel Van,Standard,3.93,35.0,Delayed,9,5.25
PNL00000387,2025-01-22,D001,Cargo Bike,Next Day,14.29,26.7,Delivered,1,0.0
PNL00000388,2025-02-27,D004,Diesel Van,Standard,16.79,37.5,Delivered,3,5.625
PNL00000389,2025-02-27,D001,Diesel Van,Next Day,13.43,44.4,Delivered,2,6.659999999999999
PNL00000390,2025-03-27,D007,Diesel Van,Standard,2.18,14.9,Delivered,1,2.235
PNL00000391,2025-02-18,D003,Diesel Van,Standard,14.6,7.1,Delivered,5,1.065
PNL00000392,2025-02-21,D005,Electric Van,International,14.12,33.5,Failed-Address,1,0.0
PNL00000393,2025-02-11,D005,Large Truck,Next Day,7.92,44.1,Delivered,3,37.485
PNL00000394,2025-03-11,D002,Diesel Van,International,27.66,7.0,Delivered,6,1.05
PNL00000395,2025-01-15,D005,Electric Van,International,12.59,20.6,Delivered,6,0.0
PNL00000396,2025-02-23,D005,Diesel Van,Next Day,25.94,4.7,Delivered,3,0.705
PNL00000397,2025-03-01,D007,Electric Van,Standard,3.38,35.4,Delivered,4,0.0
PNL00000398,2025-01-08,D005,Electric Van,Next Day,9.63,42.8,Delivered,7,0.0
PNL00000399,2025-02-22,D003,Electric Van,Next Day,5.37,23.5,Delivered,6,0.0
PNL00000400,2025-03-01,D005,Diesel Van,Next Day,12.31,19.6,Delivered,2,2.94
PNL00000401,2025-01-05,D006,Diesel Van,International,3.44,41.0,Delivered,9,6.1499999999999995
PNL00000402,2025-03-09,D005,Cargo Bike,Next Day,13.29,7.7,Delivered,6,0.0
PNL00000403,2025-01-06,D005,Cargo Bike,Next Day,10.68,40.3,Delivered,2,0.0
PNL00000404,2025-02-16,D001,Diesel Van,Next Day,6.78,18.9,Delivered,7,2.8349999999999995
PNL00000405,2025-02-24,D003,Diesel Van,Standard,19.3,26.1,Delivered,10,3.915
PNL00000406,2025-02-09,D002,Diesel Van,Standard,28.53,24.7,Delivered,10,3.7049999999999996
PNL00000407,2025-02-21,D001,Cargo Bike,Standard,6.29,28.5,Delivered,4,0.0
PNL00000408,2025-01-16,D004,Electric Van,Standard,21.38,42.5,Delivered,1,0.0
PNL00000409,2025-01-13,D003,Electric Van,International,22.3,42.9,Delivered,10,0.0
PNL00000410,2025-01-30,D006,Cargo Bike,International,14.99,37.7,Delivered,9,0.0
PNL00000411,2025-01-19,D003,Diesel Van,Next Day,26.94,10.2,Delivered,10,1.5299999999999998
PNL00000412,2025-01-17,D004,Electric Van,International,29.0,16.3,Delivered,8,0.0
PNL00000413,2025-03-04,D004,Electric Van,Standard,10.93,23.0,Delivered,5,0.0
PNL00000414,2025-01-19,D004,Large Truck,Next Day,19.57,40.9,Delivered,3,34.765
PNL00000415,2025-02-27,D007,Cargo Bike,Next Day,19.9,24.4,Delivered,4,0.0
PNL00000416,2025-02-24,D002,Cargo Bike,Standard,12.17,44.0,Delayed,3,0.0
PNL00000417,2025-03-31,D005,Diesel Van,Standard,9.57,44.3,Delivered,10,6.645
PNL00000418,2025-03-31,D003,Diesel Van,Standard,28.02,27.7,Delivered,8,4.154999999999999
PNL00000419,2025-03-03,D007,Large Truck,International,23.72,39.7,Delivered,5,33.745000000000005
PNL00000420,2025-01-23,D005,Large Truck,Next Day,3.52,45.0,Delivered,8,38.25
PNL00000421,2025-01-09,D005,Electric Van,Standard,3.68,38.5,Delivered,1,0.0
PNL00000422,2025-01-12,D006,Cargo Bike,Next Day,27.68,30.2,Delivered,9,0.0
PNL00000423,2025-01-01,D004,Electric Van,Next Day,2.53,38.3,Delivered,10,0.0
PNL00000424,2025-02-27,D002,Electric Van,International,20.68,5.6,Delivered,3,0.0
PNL00000425,2025-01-01,D006,Diesel Van,Next Day,6.88,29.3,Delivered,1,4.395
PNL00000426,2025-02-03,D001,Diesel Van,Standard,1.15,11.3,Delayed,3,1.695
PNL00000427,2025-02-17,D007,Large Truck,Standard,1.88,7.0,Delivered,2,5.95
PNL00000428,2025-03-30,D007,Electric Van,Next Day,11.27,40.4,Delivered,7,0.0
PNL00000429,2025-01-01,D002,Diesel Van,Next Day,2.42,29.5,Delivered,10,4.425
PNL00000430,2025-01-16,D005,Large Truck,International,17.94,12.5,Delivered,4,10.625
PNL00000431,2025-03-02,D007,Large Truck,Standard,19.45,18.6,Delayed,7,15.81
PNL00000432,2025-03-05,D002,Electric Van,Standard,11.27,43.9,Delivered,3,0.0
PNL00000433,2025-03-04,D007,Diesel Van,Next Day,22.31,39.1,Delivered,6,5.865
PNL00000434,2025-03-10,D007,Diesel Van,Next Day,14.75,2.7,Delivered,7,0.405
PNL00000435,2025-01-22,D004,Electric Van,Next Day,12.96,44.1,Delivered,7,0.0
PNL00000436,2025-03-08,D001,Large Truck,Standard,12.27,17.8,Delivered,5,15.13
PNL00000437,2025-03-17,D004,Large Truck,Next Day,12.99,31.9,Delivered,6,27.115
PNL00000438,2025-01-26,D001,Electric Van,International,29.04,32.6,Delivered,3,0.0
PNL00000439,2025-01-16,D007,Electric Van,International,20.47,41.2,Delivered,4,0.0
PNL00000440,2025-02-20,D006,Electric Van,Next Day,9.52,40.1,Delivered,6,0.0
PNL00000441,2025-03-27,D005,Large Truck,International,22.04,14.1,Delivered,3,11.985
PNL00000442,2025-02-26,D007,Electric Van,International,9.97,29.7,Delayed,7,0.0
PNL00000443,2025-01-29,D001,Diesel Van,International,3.86,18.9,Delivered,3,2.8349999999999995
PNL00000444,2025-03-19,D001,Diesel Van,International,14.31,24.6,Delayed,9,3.69
PNL00000445,2025-03-10,D001,Diesel Van,International,22.56,25.9,Failed-Address,4,3.885
PNL00000446,2025-02-16,D007,Electric Van,Standard,11.39,19.0,Delivered,2,0.0
PNL00000447,2025-03-03,D002,Electric Van,Next Day,26.09,21.9,Delivered,6,0.0
PNL00000448,2025-03-10,D006,Large Truck,International,11.67,11.0,Delivered,9,9.35
PNL00000449,2025-03-17,D002,Large Truck,Next Day,10.56,28.1,Delivered,10,23.885
PNL00000450,2025-01-16,D005,Cargo Bike,International,29.95,34.6,Delivered,10,0.0
PNL00000451,2025-03-31,D007,Electric Van,Standard,14.53,20.5,Delivered,2,0.0
PNL00000452,2025-03-31,D001,Diesel Van,Standard,24.18,44.0,Delayed,4,6.6
PNL00000453,2025-02-17,D006,Diesel Van,International,24.17,4.5,Delivered,5,0.6749999999999999
PNL00000454,2025-03-26,D006,Electric Van,International,27.8,27.3,Delivered,9,0.0
PNL00000455,2025-02-08,D003,Large Truck,International,2.64,27.1,Delivered,7,23.035
PNL00000456,2025-02-02,D005,Diesel Van,Standard,8.21,3.6,Delivered,5,0.54
PNL00000457,2025-01-23,D006,Electric Van,Standard,23.06,11.7,Delivered,6,0.0
PNL00000458,2025-01-10,D007,Large Truck,Next Day,16.92,40.9,Delivered,9,34.765
PNL00000459,2025-03-10,D001,Large Truck,Standard,16.83,25.4,Delivered,4,21.59
PNL00000460,2025-02-03,D001,Electric Van,International,5.07,20.8,Delivered,2,0.0
PNL00000461,2025-02-21,D006,Diesel Van,Next Day,8.51,19.9,Delivered,5,2.985
PNL00000462,2025-01-10,D002,Diesel Van,Standard,15.69,40.2,Delivered,7,6.03
PNL00000463,2025-01-19,D005,Diesel Van,Standard,8.39,17.8,Returned,4,2.67
PNL00000464,2025-02-27,D001,Electric Van,International,6.39,38.9,Delivered,1,0.0
PNL00000465,2025-01-01,D006,Diesel Van,Next Day,2.72,15.3,Delayed,8,2.295
PNL00000466,2025-03-10,D001,Large Truck,Standard,4.76,24.9,Delivered,5,21.165
PNL00000467,2025-01-04,D006,Diesel Van,Standard,23.09,8.2,Delivered,10,1.2299999999999998
PNL00000468,2025-01-16,D005,Electric Van,International,21.59,37.5,Delivered,2,0.0
PNL00000469,2025-01-24,D006,Diesel Van,Next Day,1.47,33.6,Delivered,3,5.04
PNL00000470,2025-03-21,D003,Diesel Van,Next Day,6.18,24.8,Delivered,10,3.7199999999999998
PNL00000471,2025-01-02,D006,Cargo Bike,Next Day,16.86,3.1,Delivered,10,0.0
PNL00000472,2025-02-01,D006,Diesel Van,Next Day,9.75,22.7,Delivered,5,3.405
PNL00000473,2025-03-25,D007,Electric Van,International,24.72,11.7,Delayed,4,0.0
PNL00000474,2025-01-24,D005,Electric Van,Standard,23.57,19.8,Delivered,9,0.0
PNL00000475,2025-01-12,D007,Cargo Bike,Standard,26.76,38.8,Returned,9,0.0
PNL00000476,2025-02-19,D006,Electric Van,Next Day,16.93,35.1,Delivered,8,0.0
PNL00000477,2025-02-04,D005,Cargo Bike,Next Day,10.63,12.4,Delivered,2,0.0
PNL00000478,2025-02-02,D003,Electric Van,Next Day,18.22,44.4,Delivered,5,0.0
PNL00000479,2025-02-02,D005,Diesel Van,Standard,2.77,40.8,Delivered,8,6.119999999999999
PNL00000480,2025-03-02,D001,Diesel Van,Standard,0.39,24.7,Delivered,8,3.7049999999999996
PNL00000481,2025-02-20,D007,Large Truck,Next Day,0.61,24.8,Delivered,7,21.08
PNL00000482,2025-02-12,D005,Large Truck,International,12.29,40.8,Delivered,4,34.68
PNL00000483,2025-01-12,D003,Electric Van,Standard,6.92,29.4,Delivered,3,0.0
PNL00000484,2025-03-08,D004,Diesel Van,Standard,4.8,25.1,Delivered,8,3.765
PNL00000485,2025-03-06,D006,Electric Van,Next Day,18.5,34.2,Delivered,8,0.0
PNL00000486,2025-02-02,D005,Diesel Van,International,29.85,12.1,Failed-Address,10,1.815
PNL00000487,2025-02-09,D006,Diesel Van,Next Day,5.41,39.8,Delivered,5,5.97
PNL00000488,2025-03-15,D002,Large Truck,Next Day,16.44,24.9,Delivered,3,21.165
PNL00000489,2025-02-12,D001,Large Truck,International,3.68,28.0,Delivered,5,23.8
PNL00000490,2025-02-13,D007,Diesel Van,International,28.03,5.9,Delivered,4,0.885
PNL00000491,2025-01-29,D001,Diesel Van,International,8.82,15.3,Delivered,8,2.295
PNL00000492,2025-01-13,D002,Cargo Bike,Standard,26.36,20.3,Delivered,2,0.0
PNL00000493,2025-01-12,D002,Cargo Bike,Next Day,8.56,19.8,Delivered,8,0.0
PNL00000494,2025-02-15,D007,Electric Van,Standard,24.2,35.5,Delivered,10,0.0
PNL00000495,2025-01-02,D005,Diesel Van,International,6.36,14.1,Delivered,6,2.1149999999999998
PNL00000496,2025-02-04,D002,Diesel Van,Standard,8.85,9.8,Delayed,4,1.47
PNL00000497,2025-03-28,D004,Electric Van,International,5.86,27.1,Delivered,3,0.0
PNL00000498,2025-03-22,D006,Electric Van,International,8.0,28.4,Delivered,10,0.0
PNL00000499,2025-03-31,D006,Electric Van,Next Day,25.06,7.2,Delivered,5,0.0
PNL00000500,2025-01-08,D003,Diesel Van,Next Day,19.21,2.1,Delivered,6,0.315
PNL00000501,2025-01-26,D002,Electric Van,Next Day,12.24,41.5,Delivered,1,0.0
PNL00000502,2025-03-15,D002,Electric Van,Standard,29.15,5.4,Delivered,1,0.0
PNL00000503,2025-03-31,D004,Electric Van,Next Day,14.0,40.6,Delivered,10,0.0
PNL00000504,2025-02-03,D001,Cargo Bike,International,29.1,19.2,Delivered,3,0.0
PNL00000505,2025-01-07,D001,Cargo Bike,Next Day,5.98,30.1,Delivered,2,0.0
PNL00000506,2025-03-09,D006,Diesel Van,Standard,27.15,10.0,Delivered,1,1.5
PNL00000507,2025-02-27,D006,Diesel Van,Next Day,0.51,37.4,Delivered,8,5.609999999999999
PNL00000508,2025-03-16,D005,Large Truck,Next Day,16.4,9.7,Delivered,1,8.245
PNL00000509,2025-01-29,D007,Electric Van,Next Day,12.75,18.6,Delivered,10,0.0
PNL00000510,2025-02-05,D004,Electric Van,Standard,15.8,12.2,Delivered,8,0.0
PNL00000511,2025-03-30,D007,Electric Van,International,16.65,38.0,Delivered,5,0.0
PNL00000512,2025-01-21,D007,Electric Van,International,11.73,38.9,Delivered,4,0.0
PNL00000513,2025-02-05,D003,Diesel Van,International,29.95,18.0,Delivered,8,2.6999999999999997
PNL00000514,2025-01-10,D007,Large Truck,Next Day,29.3,15.2,Delivered,8,12.92
PNL00000515,2025-03-14,D003,Diesel Van,Next Day,28.86,35.3,Delivered,8,5.294999999999999
PNL00000516,2025-01-24,D007,Diesel Van,Standard,29.37,39.8,Delivered,3,5.97
PNL00000517,2025-03-05,D004,Large Truck,International,23.81,28.8,Delivered,8,24.48
PNL00000518,2025-02-18,D003,Electric Van,Next Day,29.66,41.9,Delivered,1,0.0
PNL00000519,2025-02-05,D001,Electric Van,Next Day,26.78,18.5,Delivered,4,0.0
PNL00000520,2025-03-23,D003,Diesel Van,Next Day,12.54,8.5,Delivered,5,1.275
PNL00000521,2025-01-24,D003,Diesel Van,Standard,23.56,9.7,Delivered,6,1.4549999999999998
PNL00000522,2025-01-23,D004,Electric Van,International,27.37,30.8,Delivered,5,0.0
PNL00000523,2025-03-03,D004,Diesel Van,Standard,21.41,19.5,Returned,5,2.925
PNL00000524,2025-02-06,D003,Diesel Van,International,12.74,8.7,Delivered,5,1.305
PNL00000525,2025-01-12,D002,Diesel Van,International,2.07,14.6,Delivered,9,2.19
PNL00000526,2025-02-24,D004,Diesel Van,Next Day,24.31,24.8,Delivered,10,3.7199999999999998
PNL00000527,2025-01-13,D005,Diesel Van,Next Day,28.59,7.2,Delivered,10,1.08
PNL00000528,2025-01-23,D005,Electric Van,Next Day,10.94,2.1,Delivered,3,0.0
PNL00000529,2025-03-30,D001,Diesel Van,Next Day,4.64,41.4,Delivered,2,6.21
PNL00000530,2025-01-30,D007,Electric Van,Next Day,9.86,15.1,Delivered,10,0.0
PNL00000531,2025-01-17,D003,Large Truck,International,17.52,11.5,Delivered,2,9.775
PNL00000532,2025-03-03,D002,Diesel Van,Next Day,9.58,32.0,Delivered,8,4.8
PNL00000533,2025-03-25,D001,Diesel Van,Next Day,18.36,38.7,Delivered,5,5.805000000000001
PNL00000534,2025-03-30,D003,Cargo Bike,Standard,29.01,29.2,Delivered,5,0.0
PNL00000535,2025-03-27,D004,Diesel Van,Standard,20.15,12.9,Delivered,6,1.935
PNL00000536,2025-01-13,D005,Diesel Van,International,10.94,39.1,Delayed,9,5.865
PNL00000537,2025-02-28,D006,Cargo Bike,International,28.08,23.9,Delivered,7,0.0
PNL00000538,2025-01-19,D002,Cargo Bike,Standard,17.01,18.4,Delivered,5,0.0
PNL00000539,2025-02-18,D006,Diesel Van,Standard,3.94,28.0,Delivered,5,4.2
PNL00000540,2025-01-12,D005,Electric Van,Next Day,15.02,32.1,Delivered,10,0.0
PNL00000541,2025-03-02,D007,Diesel Van,Next Day,19.64,27.5,Delivered,9,4.125
PNL00000542,2025-01-19,D007,Cargo Bike,International,25.16,41.6,Delivered,9,0.0
PNL00000543,2025-03-17,D006,Electric Van,Standard,28.1,29.0,Delivered,2,0.0
PNL00000544,2025-01-09,D004,Electric Van,International,9.59,39.8,Delivered,7,0.0
PNL00000545,2025-03-12,D003,Cargo Bike,Next Day,4.75,27.2,Delivered,10,0.0
PNL00000546,2025-01-28,D004,Electric Van,International,2.31,16.2,Delivered,1,0.0
PNL00000547,2025-03-19,D006,Cargo Bike,International,22.18,24.9,Delivered,4,0.0
PNL00000548,2025-02-21,D004,Diesel Van,International,23.88,5.7,Delivered,2,0.855
PNL00000549,2025-03-24,D005,Diesel Van,Next Day,12.34,11.9,Delayed,10,1.785
PNL00000550,2025-01-16,D002,Electric Van,International,11.94,34.9,Delivered,9,0.0
PNL00000551,2025-03-10,D004,Cargo Bike,Next Day,28.63,30.4,Delivered,6,0.0
PNL00000552,2025-01-12,D005,Diesel Van,Standard,27.51,9.2,Delivered,4,1.38
PNL00000553,2025-01-25,D002,Diesel Van,International,7.07,20.8,Delivered,3,3.12
PNL00000554,2025-02-21,D007,Diesel Van,International,23.45,8.1,Delivered,4,1.2149999999999999
PNL00000555,2025-03-26,D003,Cargo Bike,Next Day,18.72,38.8,Delivered,2,0.0
PNL00000556,2025-02-22,D006,Large Truck,International,4.71,6.7,Delivered,5,5.695
PNL00000557,2025-01-23,D007,Diesel Van,Next Day,10.77,30.1,Delivered,9,4.515
PNL00000558,2025-01-16,D003,Diesel Van,International,5.41,28.1,Delivered,6,4.215
PNL00000559,2025-02-26,D007,Large Truck,Standard,8.93,22.3,Delivered,2,18.955000000000002
PNL00000560,2025-02-08,D001,Diesel Van,Standard,18.5,14.0,Delivered,6,2.1
PNL00000561,2025-02-22,D007,Electric Van,Standard,11.32,19.4,Delayed,9,0.0
PNL00000562,2025-02-11,D005,Electric Van,International,11.88,36.7,Delivered,4,0.0
PNL00000563,2025-02-27,D002,Cargo Bike,International,16.24,34.7,Delivered,1,0.0
PNL00000564,2025-02-08,D007,Diesel Van,Standard,2.71,33.8,Delivered,2,5.069999999999999
PNL00000565,2025-01-14,D004,Diesel Van,Standard,22.19,34.2,Delivered,5,5.13
